player_name,team_code,position,is_pitcher,is_keeper
Jn. Baker,DKG,C,FALSE,FALSE
B. Molina,DMK,C,FALSE,FALSE
R. Martin,DDG,C,FALSE,FALSE
B. McCann,SKD,C,FALSE,FALSE
J. Jaramillo,RGS,C,FALSE,FALSE
Y. Molina,MNB,C,FALSE,FALSE
I. Rodriguez,BOH,C,FALSE,FALSE
C. Iannetta,FLU,C,FALSE,FALSE
R. Hernandez,DKG,1B,FALSE,FALSE
C. Ruiz,DMK,1B,FALSE,FALSE
J. Flores,DDG,1B,FALSE,FALSE
N. Hundley,SKD,1B,FALSE,FALSE
O. Santos,RGS,1B,FALSE,FALSE
J. Kendall,MNB,1B,FALSE,FALSE
C. Snyder,BOH,1B,FALSE,FALSE
G. Soto,FLU,1B,FALSE,FALSE
C. Jackson,DKG,2B,FALSE,FALSE
C. Kotchman,DMK,2B,FALSE,FALSE
Ad. Gonzalez,DDG,2B,FALSE,FALSE
J. Votto,SKD,2B,FALSE,FALSE
R. Howard,RGS,2B,FALSE,FALSE
A. Pujols,MNB,2B,FALSE,FALSE
P. Fielder,BOH,2B,FALSE,FALSE
J. Loney,FLU,2B,FALSE,FALSE
O. Hudson,DKG,SS,FALSE,FALSE
M. Fontenot,DMK,SS,FALSE,FALSE
F. Sanchez,DDG,SS,FALSE,FALSE
K. Matsui,SKD,SS,FALSE,FALSE
K. Johnson,RGS,SS,FALSE,FALSE
C. Utley,MNB,SS,FALSE,FALSE
B. Phillips,BOH,SS,FALSE,FALSE
D. Uggla,FLU,SS,FALSE,FALSE
T. Tulowitzki,DKG,3B,FALSE,FALSE
J. Reyes,DMK,3B,FALSE,FALSE
S. Drew,DDG,3B,FALSE,FALSE
J. Rollins,SKD,3B,FALSE,FALSE
E. Renteria,RGS,3B,FALSE,FALSE
R. Theriot,MNB,3B,FALSE,FALSE
R. Furcal,BOH,3B,FALSE,FALSE
J.J. Hardy,FLU,3B,FALSE,FALSE
B. Hall,DKG,MI,FALSE,FALSE
M. Reynolds,DMK,MI,FALSE,FALSE
R. Zimmerman,DDG,MI,FALSE,FALSE
J. Cantu,SKD,MI,FALSE,FALSE
G. Atkins,RGS,MI,FALSE,FALSE
D. Wright,MNB,MI,FALSE,FALSE
C. Jones,BOH,MI,FALSE,FALSE
Ar. Ramirez,FLU,MI,FALSE,FALSE
F. Lopez,DKG,CO,FALSE,FALSE
H. Ramirez,DMK,CO,FALSE,FALSE
Y. Escobar,DDG,CO,FALSE,FALSE
M. Tejada,SKD,CO,FALSE,FALSE
K. Greene,RGS,CO,FALSE,FALSE
L. Castillo,MNB,CO,FALSE,FALSE
I. Stewart,BOH,CO,FALSE,FALSE
R. Weeks,FLU,CO,FALSE,FALSE
K. Kouzmanoff,DKG,OF,FALSE,FALSE
P. Feliz,DMK,OF,FALSE,FALSE
P. Sandoval,DDG,OF,FALSE,FALSE
C. Delgado,SKD,OF,FALSE,FALSE
D. Lee,RGS,OF,FALSE,FALSE
L. Berkman,MNB,OF,FALSE,FALSE
T. Helton,BOH,OF,FALSE,FALSE
Ad. LaRoche,FLU,OF,FALSE,FALSE
M. Kemp,DKG,OF,FALSE,FALSE
R. Lundwick,DMK,OF,FALSE,FALSE
C. Beltran,DDG,OF,FALSE,FALSE
J. Upton,SKD,OF,FALSE,FALSE
A. Soriano,RGS,OF,FALSE,FALSE
N. McLouth,MNB,OF,FALSE,FALSE
R. Braun,BOH,OF,FALSE,FALSE
C. Lee,FLU,OF,FALSE,FALSE
C.B. Young,DKG,OF,FALSE,FALSE
H. Pence,DMK,OF,FALSE,FALSE
A. Ethier,DDG,OF,FALSE,FALSE
J. Bruce,SKD,OF,FALSE,FALSE
A. Dunn,RGS,OF,FALSE,FALSE
M. Bradley,MNB,OF,FALSE,FALSE
M. Ramirez,BOH,OF,FALSE,FALSE
C. Hart,FLU,OF,FALSE,FALSE
E. Dukes,DKG,OF,FALSE,FALSE
R. Ibanez,DMK,OF,FALSE,FALSE
L. Milledge,DDG,OF,FALSE,FALSE
J. Werth,SKD,OF,FALSE,FALSE
B. Hawpe,RGS,OF,FALSE,FALSE
C. Headley,MNB,OF,FALSE,FALSE
S. Victorino,BOH,OF,FALSE,FALSE
W. Taveras,FLU,OF,FALSE,FALSE
J. Francoeur,DKG,OF,FALSE,FALSE
R. Ankiel,DMK,OF,FALSE,FALSE
R. Church,DDG,OF,FALSE,FALSE
J. Hermida,SKD,OF,FALSE,FALSE
M. Bourn,RGS,OF,FALSE,FALSE
M. Cameron,MNB,OF,FALSE,FALSE
K. Fukudome,BOH,OF,FALSE,FALSE
J. Gerut,FLU,OF,FALSE,FALSE
D. Haren,DKG,P,TRUE,FALSE
R. Nolasco,DMK,P,TRUE,FALSE
R. Ohlendorf,DDG,P,TRUE,FALSE
M. Cain,SKD,P,TRUE,FALSE
J. Peavy,RGS,P,TRUE,FALSE
T. Lincecum,MNB,P,TRUE,FALSE
R. Oswalt,BOH,P,TRUE,FALSE
Y. Gallardo,FLU,P,TRUE,FALSE
C. Kershaw,DKG,P,TRUE,FALSE
C. Billingsley,DMK,P,TRUE,FALSE
E. Volquez,DDG,P,TRUE,FALSE
T. Lilly,SKD,P,TRUE,FALSE
J. Santana,RGS,P,TRUE,FALSE
R. Johnson,MNB,P,TRUE,FALSE
J. Marquiz,BOH,P,TRUE,FALSE
M. Parra,FLU,P,TRUE,FALSE
D. Lowe,DKG,P,TRUE,FALSE
A. Wainwright,DMK,P,TRUE,FALSE
C. Young,DDG,P,TRUE,FALSE
J. Zimmerman,SKD,P,TRUE,FALSE
C. Hamels,RGS,P,TRUE,FALSE
J. Vazquez,MNB,P,TRUE,FALSE
C. Zambrano,BOH,P,TRUE,FALSE
U. Jimenez,FLU,P,TRUE,FALSE
R. Dempster,DKG,P,TRUE,FALSE
J. Maine,DMK,P,TRUE,FALSE
J. Jurrjens,DDG,P,TRUE,FALSE
P. Maholm,SKD,P,TRUE,FALSE
B. Arroyo,RGS,P,TRUE,FALSE
Z. Duke,MNB,P,TRUE,FALSE
J. Weaver,BOH,P,TRUE,FALSE
D. Davis,FLU,P,TRUE,FALSE
B. Myers,DKG,P,TRUE,FALSE
C. Volstad,DMK,P,TRUE,FALSE
J. Sanchez,DDG,P,TRUE,FALSE
J. Cueto,SKD,P,TRUE,FALSE
R. Wolf,RGS,P,TRUE,FALSE
J. Garland,MNB,P,TRUE,FALSE
D. Bush,BOH,P,TRUE,FALSE
I. Snell,FLU,P,TRUE,FALSE
A. Harang,DKG,P,TRUE,FALSE
M. Boggs,DMK,P,TRUE,FALSE
J. Pineiro,DDG,P,TRUE,FALSE
Js. Johnson,SKD,P,TRUE,FALSE
M. Scherzer,RGS,P,TRUE,FALSE
A. Sanchez,MNB,P,TRUE,FALSE
B. Zito,BOH,P,TRUE,FALSE
B. Looper,FLU,P,TRUE,FALSE
W. Rodriguez,DKG,P,TRUE,FALSE
M. Gonzalez,DMK,P,TRUE,FALSE
B. Wilson,DDG,P,TRUE,FALSE
L. Hawkins,SKD,P,TRUE,FALSE
R. Harden,RGS,P,TRUE,FALSE
S. Marshall,MNB,P,TRUE,FALSE
A. Cook,BOH,P,TRUE,FALSE
J. De La Rosa,FLU,P,TRUE,FALSE
J. Broxton,DKG,P,TRUE,FALSE
K. Gregg,DMK,P,TRUE,FALSE
H. Bell,DDG,P,TRUE,FALSE
R. Soriano,SKD,P,TRUE,FALSE
K. Lohse,RGS,P,TRUE,FALSE
J. Tavarez,MNB,P,TRUE,FALSE
T. Hoffman,BOH,P,TRUE,FALSE
R. Franklin,FLU,P,TRUE,FALSE
